ordernumber,quantityordered,price,orderlinenumber,sales,orderdate,status,productline,msrp,productcode,customername,city,postalcode,country,territory,contactlastname,contactfirstname,dealsize,quarter,year,Phonenumber,Address
10262,44,94.14,13,4142.16,2004-06-24,Cancelled,Ships,90,7002047,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q2,2004,915559444,  Moralzarzal  86
10274,24,90.52,5,2172.48,2004-07-21,Shipped,Ships,90,7002047,Collectables For Less Inc.,Brickhaven,58339,USA,,Nelson,Allen,Small,Q3,2004,6175558555,7825 Douglas Av 
10283,20,94.14,2,1882.8,2004-08-20,Shipped,Ships,90,7002047,"Royal Canadian Collectables, Ltd.",Tsawassen,284,Canada,,Lincoln,Elizabeth,Small,Q3,2004,6045554555,23 Tsawassen Blvd 
10296,34,100.0,11,3400.0,2004-09-15,Shipped,Ships,90,7002047,"Bavarian Collectables Imports, Co.",Munich,80686,Germany,EMEA,Donnermeyer,Michael,Medium,Q3,2004,498961089555,Hansastr  15
10307,34,97.76,5,3323.84,2004-10-14,Shipped,Ships,90,7002047,"Classic Gift Ideas, Inc",Philadelphia,71270,USA,,Cervantes,Francisca,Medium,Q4,2004,2155554695,782 First Street
10316,45,93.24,13,4195.8,2004-11-01,Shipped,Ships,90,7002047,giftsbymail.co.uk,Cowes,317,UK,EMEA,Bennett,Helen,Medium,Q4,2004,1985558888,Garden House Crowther Way
10328,41,100.0,9,4100.0,2004-11-12,Shipped,Ships,90,7002047,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q4,2004,035640555,Via Ludovico il Moro 22
10339,55,71.25,15,3918.75,2004-11-23,Shipped,Ships,90,7002047,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Medium,Q4,2004,81335840555,2-2-8 Roppongi
10352,23,100.0,3,2300.0,2004-12-03,Shipped,Ships,90,7002047,Auto-Moto Classics Inc.,Brickhaven,58339,USA,,Taylor,Leslie,Small,Q4,2004,6175558428,16780 Pompton St 
10361,24,45.39,14,1089.3600000000001,2004-12-17,Shipped,Ships,90,7002047,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Small,Q4,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10373,32,84.41,15,2701.12,2005-01-31,Shipped,Ships,90,7002047,"Oulu Toy Supplies, Inc.",Oulu,90110,Finland,EMEA,Koskitalo,Pirkko,Small,Q1,2005,981443655,Torikatu 38
10386,29,85.76,13,2487.04,2005-03-01,Resolved,Ships,90,7002047,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q1,2005,915559444,  Moralzarzal  86
10398,36,100.0,7,3600.0,2005-03-30,Shipped,Ships,90,7002047,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Medium,Q1,2005,26471555,59 rue de l'Abbaye
10400,46,87.8,5,4038.7999999999997,2005-04-01,Shipped,Ships,90,7002047,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Medium,Q2,2005,4085553659,3086 Ingle Ln 
10415,32,95.95,4,3070.4,2005-05-09,Disputed,Ships,90,7002047,"Australian Collectables, Ltd",Glen Waverly,3150,Australia,APAC,Connery,Sean,Medium,Q2,2005,61938446555,7 Allen Street
10106,34,100.0,9,3400.0,2003-02-17,Shipped,Planes,99,7002466,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q1,2003,035640555,Via Ludovico il Moro 22
10120,24,100.0,15,2400.0,2003-04-29,Shipped,Planes,99,7002466,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Small,Q2,2003,0395204555,636 St Kilda Road
10131,40,100.0,1,4000.0,2003-06-16,Shipped,Planes,99,7002466,Gift Ideas Corp.,Glendale,97561,USA,,Lewis,Dan,Medium,Q2,2003,2035554407,2440 Pompton St 
10143,26,82.77,4,2152.02,2003-08-10,Shipped,Planes,99,7002466,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Small,Q3,2003,5085559555,4575 Hillside Dr 
10155,20,100.0,2,2000.0,2003-10-06,Shipped,Planes,99,7002466,"Toys of Finland, Co.",Helsinki,21240,Finland,EMEA,Karttunen,Matti,Small,Q4,2003,902248555,Keskuskatu 45
10168,31,100.0,16,3100.0,2003-10-28,Shipped,Planes,99,7002466,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q4,2003,6505556809,9408 Furth Circle
10178,22,87.75,1,1930.5,2003-11-08,Shipped,Planes,99,7002466,Alpha Cognac,Toulouse,31000,France,EMEA,Roulet,Annette,Small,Q4,2003,61776555,1 rue Alsace-Lorraine
10198,42,100.0,1,4200.0,2003-11-27,Shipped,Planes,99,7002466,Cruz & Sons Co.,Makati City,1227,Philippines,JP,Cruz,Arnold,Medium,Q4,2003,6325553587,15 McCallum Street - NatWest Center #13-03
10210,26,99.72,14,2592.72,2004-01-12,Shipped,Planes,99,7002466,Osaka Souveniers Co.,Osaka,5300003,Japan,JP,Kentary,Mory,Small,Q1,2004,810663425555,Dojima Avanza 4F  1-6-20 Dojima  Kita-ku
10222,37,87.75,1,3246.75,2004-02-19,Shipped,Planes,99,7002466,Collectable Mini Designs Co.,San Diego,91217,USA,,Thompson,Valarie,Medium,Q1,2004,7605558146,361 Furth Circle
10235,38,88.75,10,3372.5,2004-04-02,Shipped,Planes,99,7002466,"Royal Canadian Collectables, Ltd.",Tsawassen,284,Canada,,Lincoln,Elizabeth,Medium,Q2,2004,6045554555,23 Tsawassen Blvd 
10250,35,100.0,11,3500.0,2004-05-11,Shipped,Planes,99,7002466,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Medium,Q2,2004,4085553659,3086 Ingle Ln 
10262,33,90.75,6,2994.75,2004-06-24,Cancelled,Planes,99,7002466,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q2,2004,915559444,  Moralzarzal  86
10275,39,100.0,16,3900.0,2004-07-23,Shipped,Planes,99,7002466,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Medium,Q3,2004,40678555,67  rue des Cinquante Otages
10284,45,100.0,8,4500.0,2004-08-21,Shipped,Planes,99,7002466,"Norway Gifts By Mail, Co.",Oslo,0106,Norway,EMEA,Klaeboe,Jan,Medium,Q3,2004,4722121555,Drammensveien 126 A  PB 744 Sentrum
10296,24,100.0,4,2400.0,2004-09-15,Shipped,Planes,99,7002466,"Bavarian Collectables Imports, Co.",Munich,80686,Germany,EMEA,Donnermeyer,Michael,Small,Q3,2004,498961089555,Hansastr  15
10308,35,88.75,14,3106.25,2004-10-15,Shipped,Planes,99,7002466,Mini Classics,White Plains,24067,USA,,Frick,Steve,Medium,Q4,2004,9145554562,3758 North Pendale Street
10316,23,100.0,6,2300.0,2004-11-01,Shipped,Planes,99,7002466,giftsbymail.co.uk,Cowes,317,UK,EMEA,Bennett,Helen,Small,Q4,2004,1985558888,Garden House Crowther Way
10328,37,100.0,10,3700.0,2004-11-12,Shipped,Planes,99,7002466,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q4,2004,035640555,Via Ludovico il Moro 22
10340,55,87.75,7,4826.25,2004-11-24,Shipped,Planes,99,7002466,Enaco Distributors,Barcelona,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Q4,2004,932034555,Rambla de Catalu¤a  23
10352,49,100.0,2,4900.0,2004-12-03,Shipped,Planes,99,7002466,Auto-Moto Classics Inc.,Brickhaven,58339,USA,,Taylor,Leslie,Medium,Q4,2004,6175558428,16780 Pompton St 
10361,26,100.0,9,2600.0,2004-12-17,Shipped,Planes,99,7002466,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Small,Q4,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10375,33,100.0,1,3300.0,2005-02-03,Shipped,Planes,99,7002466,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Medium,Q1,2005,40678555,67  rue des Cinquante Otages
10386,37,83.84,14,3102.08,2005-03-01,Resolved,Planes,99,7002466,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q1,2005,915559444,  Moralzarzal  86
10398,22,86.76,8,1908.72,2005-03-30,Shipped,Planes,99,7002466,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Small,Q1,2005,26471555,59 rue de l'Abbaye
10401,85,88.75,10,7543.75,2005-04-03,On Hold,Planes,99,7002466,Tekni Collectables Inc.,Newark,94019,USA,,Brown,William,Large,Q2,2005,2015559350,7476 Moss Rd 
10416,22,100.0,11,2200.0,2005-05-10,Shipped,Planes,99,7002466,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Small,Q2,2005,0522556555,Strada Provinciale 124
10105,31,65.77,3,2038.87,2003-02-11,Shipped,Ships,72,7002610,Danish Wholesale Imports,Kobenhavn,1734,Denmark,EMEA,Petersen,Jytte,Small,Q1,2003,31123555,Vinb'ltet 34
10119,38,65.77,12,2499.2599999999998,2003-04-28,Shipped,Ships,72,7002610,Salzburg Collectables,Salzburg,5020,Austria,EMEA,Pipps,Georg,Small,Q2,2003,65629555,Geislweg 14
10129,45,85.29,3,3838.05,2003-06-12,Shipped,Ships,72,7002610,"Stylish Desk Decors, Co.",London,36,UK,EMEA,Brown,Ann,Medium,Q2,2003,1715550297,35 King George
10143,31,85.29,16,2643.9900000000002,2003-08-10,Shipped,Ships,72,7002610,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Small,Q3,2003,5085559555,4575 Hillside Dr 
10154,36,64.33,1,2315.88,2003-10-02,Shipped,Ships,72,7002610,Boards & Toys Co.,Glendale,92561,USA,,Young,Leslie,Small,Q4,2003,3105552373,4097 Douglas Av 
10167,46,70.11,10,3225.06,2003-10-23,Cancelled,Ships,72,7002610,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q4,2003,0695346555,?kergatan 24
10177,32,76.62,1,2451.84,2003-11-07,Shipped,Ships,72,7002610,CAF Imports,Madrid,28023,Spain,EMEA,Fernandez,Jesus,Small,Q4,2003,34913728555,Merchants House  27-30 Merchant's Quay
10185,39,57.82,1,2254.98,2003-11-14,Shipped,Ships,72,7002610,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Small,Q4,2003,5085559555,4575 Hillside Dr 
10197,50,78.79,7,3939.5000000000005,2003-11-26,Shipped,Ships,72,7002610,Enaco Distributors,Barcelona,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Q4,2003,932034555,Rambla de Catalu¤a  23
10208,46,74.45,1,3424.7000000000003,2004-01-02,Shipped,Ships,72,7002610,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Medium,Q1,2004,78325555,2  rue du Commerce
10222,36,80.95,13,2914.2000000000003,2004-02-19,Shipped,Ships,72,7002610,Collectable Mini Designs Co.,San Diego,91217,USA,,Thompson,Valarie,Small,Q1,2004,7605558146,361 Furth Circle
10233,29,82.4,1,2389.6000000000004,2004-03-29,Shipped,Ships,72,7002610,Tekni Collectables Inc.,Newark,94019,USA,,Brown,William,Small,Q1,2004,2015559350,7476 Moss Rd 
10248,32,75.89,4,2428.48,2004-05-07,Cancelled,Ships,72,7002610,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Small,Q2,2004,2125557818,897 Long Airport Avenue
10261,44,68.67,2,3021.48,2004-06-17,Shipped,Ships,72,7002610,Quebec Home Shopping Network,Montreal,113,Canada,,Fresnisre,Jean,Medium,Q2,2004,5145558054,43 rue St  Laurent
10273,42,62.16,5,2610.72,2004-07-21,Shipped,Ships,72,7002610,Petit Auto,Bruxelles,1180,Belgium,EMEA,Dewey,Catherine,Small,Q3,2004,02555467,Rue Joseph-Bens 532
10283,47,65.77,7,3091.1899999999996,2004-08-20,Shipped,Ships,72,7002610,"Royal Canadian Collectables, Ltd.",Tsawassen,284,Canada,,Lincoln,Elizabeth,Medium,Q3,2004,6045554555,23 Tsawassen Blvd 
10295,44,58.55,2,2576.2,2004-09-10,Shipped,Ships,72,7002610,Gifts4AllAges.com,Boston,51003,USA,,Yoshido,Juri,Small,Q3,2004,6175559555,8616 Spinnaker Dr 
10306,43,75.17,1,3232.31,2004-10-14,Shipped,Ships,72,7002610,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Medium,Q4,2004,1715551555,Fauntleroy Circus
10316,48,74.45,18,3573.6000000000004,2004-11-01,Shipped,Ships,72,7002610,giftsbymail.co.uk,Cowes,317,UK,EMEA,Bennett,Helen,Medium,Q4,2004,1985558888,Garden House Crowther Way
10327,21,96.31,1,2022.51,2004-11-10,Resolved,Ships,72,7002610,Danish Wholesale Imports,Kobenhavn,1734,Denmark,EMEA,Petersen,Jytte,Small,Q4,2004,31123555,Vinb'ltet 34
10339,50,74.35,9,3717.4999999999995,2004-11-23,Shipped,Ships,72,7002610,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Medium,Q4,2004,81335840555,2-2-8 Roppongi
10350,29,75.35,12,2185.1499999999996,2004-12-02,Shipped,Ships,72,7002610,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q4,2004,915559444,  Moralzarzal  86
10373,41,70.33,16,2883.5299999999997,2005-01-31,Shipped,Ships,72,7002610,"Oulu Toy Supplies, Inc.",Oulu,90110,Finland,EMEA,Koskitalo,Pirkko,Small,Q1,2005,981443655,Torikatu 38
10386,37,100.0,10,3700.0,2005-03-01,Resolved,Ships,72,7002610,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q1,2005,915559444,  Moralzarzal  86
10397,22,66.5,4,1463.0,2005-03-28,Shipped,Ships,72,7002610,Alpha Cognac,Toulouse,31000,France,EMEA,Roulet,Annette,Small,Q1,2005,61776555,1 rue Alsace-Lorraine
10414,31,75.89,4,2352.59,2005-05-06,On Hold,Ships,72,7002610,Gifts4AllAges.com,Boston,51003,USA,,Yoshido,Juri,Small,Q2,2005,6175559555,8616 Spinnaker Dr 
10103,42,100.0,6,4200.0,2003-01-29,Shipped,Classic Cars,101,7002824,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Q1,2003,07989555,Erling Skakkes gate 78
10114,42,100.0,10,4200.0,2003-04-01,Shipped,Classic Cars,101,7002824,"La Corne D'abondance, Co.",Paris,75012,France,EMEA,Bertrand,Marie,Medium,Q2,2003,142342555,265  boulevard Charonne
10126,45,100.0,6,4500.0,2003-05-28,Shipped,Classic Cars,101,7002824,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Q2,2003,915552282,  Araquil  67
10140,36,100.0,6,3600.0,2003-07-24,Shipped,Classic Cars,101,7002824,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q3,2003,6505556809,9408 Furth Circle
10150,20,100.0,3,2000.0,2003-09-19,Shipped,Classic Cars,101,7002824,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Small,Q3,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10164,39,81.93,4,3195.2700000000004,2003-10-21,Resolved,Classic Cars,101,7002824,Mini Auto Werke,Graz,8010,Austria,EMEA,Mendel,Roland,Medium,Q4,2003,76753555,Kirchgasse 6
10175,42,85.98,11,3611.1600000000003,2003-11-06,Shipped,Classic Cars,101,7002824,"Stylish Desk Decors, Co.",London,36,UK,EMEA,Brown,Ann,Medium,Q4,2003,1715550297,35 King George
10183,23,86.99,3,2000.77,2003-11-13,Shipped,Classic Cars,101,7002824,"Classic Gift Ideas, Inc",Philadelphia,71270,USA,,Cervantes,Francisca,Small,Q4,2003,2155554695,782 First Street
10194,26,89.01,6,2314.26,2003-11-25,Shipped,Classic Cars,101,7002824,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Small,Q4,2003,78325555,2  rue du Commerce
10206,33,100.0,1,3300.0,2003-12-05,Shipped,Classic Cars,101,7002824,Canadian Gift Exchange Network,Vancouver,321,Canada,,Tannamuri,Yoshi,Medium,Q4,2003,6045553392,1900 Oak St 
10217,31,88.0,6,2728.0,2004-02-04,Shipped,Classic Cars,101,7002824,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Small,Q1,2004,652241555,Village Close - 106 Linden Road Sandown
10229,50,100.0,11,5000.0,2004-03-11,Shipped,Classic Cars,101,7002824,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2004,4155551450,5677 Strong St 
10245,44,100.0,4,4400.0,2004-05-04,Shipped,Classic Cars,101,7002824,Super Scale Inc.,New Haven,97823,USA,,Murphy,Leslie,Medium,Q2,2004,2035559545,567 North Pendale Street
10258,45,80.92,1,3641.4,2004-06-15,Shipped,Classic Cars,101,7002824,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Medium,Q2,2004,81335840555,2-2-8 Roppongi
10270,46,88.0,4,4048.0,2004-07-19,Shipped,Classic Cars,101,7002824,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Medium,Q3,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10281,27,85.98,11,2321.46,2004-08-19,Shipped,Classic Cars,101,7002824,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Small,Q3,2004,2155551555,7586 Pompton St 
10291,28,100.0,6,2800.0,2004-09-08,Shipped,Classic Cars,101,7002824,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q3,2004,0695346555,?kergatan 24
10304,40,100.0,1,4000.0,2004-10-11,Shipped,Classic Cars,101,7002824,Auto Assoc. & Cie.,Versailles,78000,France,EMEA,Tonini,Daniel,Medium,Q4,2004,30598555,67  avenue de l'Europe
10313,30,99.13,9,2973.8999999999996,2004-10-22,Shipped,Classic Cars,101,7002824,Canadian Gift Exchange Network,Vancouver,321,Canada,,Tannamuri,Yoshi,Small,Q4,2004,6045553392,1900 Oak St 
10324,34,100.0,5,3400.0,2004-11-05,Shipped,Classic Cars,101,7002824,Vitachrome Inc.,NYC,10022,USA,,Frick,Michael,Medium,Q4,2004,2125551500,2678 Kingston Rd 
10336,46,100.0,2,4600.0,2004-11-20,Shipped,Classic Cars,101,7002824,"La Corne D'abondance, Co.",Paris,75012,France,EMEA,Bertrand,Marie,Large,Q4,2004,142342555,265  boulevard Charonne
10348,32,82.83,7,2650.56,2004-11-01,Shipped,Classic Cars,101,7002824,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Small,Q4,2004,915552282,  Araquil  67
10358,27,100.0,3,2700.0,2004-12-10,Shipped,Classic Cars,101,7002824,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q4,2004,915559444,  Moralzarzal  86
10371,34,100.0,3,3400.0,2005-01-23,Shipped,Classic Cars,101,7002824,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2005,4155551450,5677 Strong St 
10382,34,54.84,9,1864.5600000000002,2005-02-17,Shipped,Classic Cars,101,7002824,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q1,2005,4155551450,5677 Strong St 
10411,34,100.0,4,3400.0,2005-05-01,Shipped,Classic Cars,101,7002824,Quebec Home Shopping Network,Montreal,113,Canada,,Fresnisre,Jean,Medium,Q2,2005,5145558054,43 rue St  Laurent
10424,46,80.92,1,3722.32,2005-05-31,In Process,Classic Cars,101,7002824,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q2,2005,915559444,  Moralzarzal  86
10106,32,100.0,1,3200.0,2003-02-17,Shipped,Planes,118,7002834,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q1,2003,035640555,Via Ludovico il Moro 22
10120,24,100.0,7,2400.0,2003-04-29,Shipped,Planes,118,7002834,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q2,2003,0395204555,636 St Kilda Road
10133,27,99.67,2,2691.09,2003-06-27,Shipped,Planes,118,7002834,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q2,2003,915559444,  Moralzarzal  86
10145,20,100.0,13,2000.0,2003-08-25,Shipped,Planes,118,7002834,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Small,Q3,2003,6265557265,78934 Hillside Dr 
10168,36,100.0,8,3600.0,2003-10-28,Shipped,Planes,118,7002834,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q4,2003,6505556809,9408 Furth Circle
10188,29,100.0,8,2900.0,2003-11-18,Shipped,Planes,118,7002834,Herkku Gifts,Bergen,5804,Norway,EMEA,Oeztan,Veysel,Medium,Q4,2003,4722673215,Drammen 121  PR 744 Sentrum
10210,25,100.0,6,2500.0,2004-01-12,Shipped,Planes,118,7002834,Osaka Souveniers Co.,Osaka,5300003,Japan,JP,Kentary,Mory,Small,Q1,2004,810663425555,Dojima Avanza 4F  1-6-20 Dojima  Kita-ku
10223,29,100.0,8,2900.0,2004-02-20,Shipped,Planes,118,7002834,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q1,2004,0395204555,636 St Kilda Road
10235,25,96.11,2,2402.75,2004-04-02,Shipped,Planes,118,7002834,"Royal Canadian Collectables, Ltd.",Tsawassen,284,Canada,,Lincoln,Elizabeth,Small,Q2,2004,6045554555,23 Tsawassen Blvd 
10250,44,100.0,3,4400.0,2004-05-11,Shipped,Planes,118,7002834,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Medium,Q2,2004,4085553659,3086 Ingle Ln 
10263,47,100.0,9,4700.0,2004-06-28,Shipped,Planes,118,7002834,Gift Depot Inc.,Bridgewater,97562,USA,,King,Julie,Medium,Q2,2004,2035552570,25593 South Bay Ln 
10275,48,100.0,8,4800.0,2004-07-23,Shipped,Planes,118,7002834,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Medium,Q3,2004,40678555,67  rue des Cinquante Otages
10285,45,100.0,13,4500.0,2004-08-27,Shipped,Planes,118,7002834,Marta's Replicas Co.,Cambridge,51247,USA,,Hernandez,Marta,Medium,Q3,2004,6175558555,39323 Spinnaker Dr 
10297,35,100.0,3,3500.0,2004-09-16,Shipped,Planes,118,7002834,"Clover Collections, Co.",Dublin,2,Ireland,EMEA,Cassidy,Dean,Medium,Q3,2004,35318621555,25 Maiden Lane
10308,31,100.0,6,3100.0,2004-10-15,Shipped,Planes,118,7002834,Mini Classics,White Plains,24067,USA,,Frick,Steve,Medium,Q4,2004,9145554562,3758 North Pendale Street
10318,50,100.0,8,5000.0,2004-11-02,Shipped,Planes,118,7002834,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Large,Q4,2004,2155551555,7586 Pompton St 
10328,33,100.0,11,3300.0,2004-11-12,Shipped,Planes,118,7002834,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q4,2004,035640555,Via Ludovico il Moro 22
10340,29,100.0,6,2900.0,2004-11-24,Shipped,Planes,118,7002834,Enaco Distributors,Barcelona,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Q4,2004,932034555,Rambla de Catalu¤a  23
10353,48,68.8,4,3302.3999999999996,2004-12-04,Shipped,Planes,118,7002834,Gift Ideas Corp.,Glendale,97561,USA,,Lewis,Dan,Medium,Q4,2004,2035554407,2440 Pompton St 
10361,44,72.42,5,3186.48,2004-12-17,Shipped,Planes,118,7002834,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Medium,Q4,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10375,25,66.73,10,1668.25,2005-02-03,Shipped,Planes,118,7002834,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Small,Q1,2005,40678555,67  rue des Cinquante Otages
10388,50,100.0,3,5000.0,2005-03-03,Shipped,Planes,118,7002834,FunGiftIdeas.com,New Bedford,50553,USA,,Benitez,Violeta,Large,Q1,2005,5085552555,1785 First Street
10398,23,100.0,9,2300.0,2005-03-30,Shipped,Planes,118,7002834,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Small,Q1,2005,26471555,59 rue de l'Abbaye
10401,21,96.11,2,2018.31,2005-04-03,On Hold,Planes,118,7002834,Tekni Collectables Inc.,Newark,94019,USA,,Brown,William,Small,Q2,2005,2015559350,7476 Moss Rd 
10416,41,100.0,3,4100.0,2005-05-10,Shipped,Planes,118,7002834,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Medium,Q2,2005,0522556555,Strada Provinciale 124
10106,44,74.4,8,3273.6000000000004,2003-02-17,Shipped,Planes,80,7003167,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q1,2003,035640555,Via Ludovico il Moro 22
10120,43,76.0,14,3268.0,2003-04-29,Shipped,Planes,80,7003167,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q2,2003,0395204555,636 St Kilda Road
10143,28,96.0,3,2688.0,2003-08-10,Shipped,Planes,80,7003167,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Small,Q3,2003,5085559555,4575 Hillside Dr 
10155,43,86.4,1,3715.2000000000003,2003-10-06,Shipped,Planes,80,7003167,"Toys of Finland, Co.",Helsinki,21240,Finland,EMEA,Karttunen,Matti,Medium,Q4,2003,902248555,Keskuskatu 45
10168,48,96.0,15,4608.0,2003-10-28,Shipped,Planes,80,7003167,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q4,2003,6505556809,9408 Furth Circle
10199,38,82.4,3,3131.2000000000003,2003-12-01,Shipped,Planes,80,7003167,West Coast Collectables Co.,Burbank,94019,USA,,Thompson,Steve,Medium,Q4,2003,3105553722,3675 Furth Circle
10210,31,86.4,13,2678.4,2004-01-12,Shipped,Planes,80,7003167,Osaka Souveniers Co.,Osaka,5300003,Japan,JP,Kentary,Mory,Small,Q1,2004,810663425555,Dojima Avanza 4F  1-6-20 Dojima  Kita-ku
10223,26,67.2,15,1747.2,2004-02-20,Shipped,Planes,80,7003167,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Small,Q1,2004,0395204555,636 St Kilda Road
10235,32,92.0,9,2944.0,2004-04-02,Shipped,Planes,80,7003167,"Royal Canadian Collectables, Ltd.",Tsawassen,284,Canada,,Lincoln,Elizabeth,Small,Q2,2004,6045554555,23 Tsawassen Blvd 
10250,44,67.2,10,2956.8,2004-05-11,Shipped,Planes,80,7003167,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Small,Q2,2004,4085553659,3086 Ingle Ln 
10262,27,76.0,5,2052.0,2004-06-24,Cancelled,Planes,80,7003167,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q2,2004,915559444,  Moralzarzal  86
